CleanFile,Degradation,MIKNNScore2x,MIKNNScore2xRaw
ALL_049_F_ENG_ENG_HT1_S037,2,46.0501195074294,1.73780707032611
ALL_049_F_ENG_ENG_HT1_S037,4,48.5077215998751,1.83055033218912
ALL_049_F_ENG_ENG_HT1_S037,6,51.1252573986287,1.92932905994403
ALL_049_F_ENG_ENG_HT1_S037,8,54.0420465061674,2.03940079890908
ALL_049_F_ENG_ENG_HT1_S037,n2,41.9238992907234,1.58209466951122
ALL_049_F_ENG_ENG_HT1_S037,n4,40.6065535696012,1.53238160182069
ALL_049_F_ENG_ENG_HT1_S038,0,44.2716339568323,1.65955982817743
ALL_049_F_ENG_ENG_HT1_S038,2,46.4758712915604,1.74218753819261
ALL_049_F_ENG_ENG_HT1_S038,4,49.0776485386145,1.83971736971605
ALL_049_F_ENG_ENG_HT1_S038,6,51.9039671062222,1.94566432349253
ALL_049_F_ENG_ENG_HT1_S038,8,54.9545245388254,2.06001706171838
ALL_049_F_ENG_ENG_HT1_S038,n2,42.3326473993317,1.58687526900029
ALL_049_F_ENG_ENG_HT1_S038,n4,40.827589805516,1.53045690585097
ALL_049_F_ENG_ENG_HT1_S039,0,45.5427881619721,1.74352985751927
ALL_049_F_ENG_ENG_HT1_S039,2,47.3541592926686,1.81287518697486
ALL_049_F_ENG_ENG_HT1_S039,4,49.543612170294,1.89669474694986
ALL_049_F_ENG_ENG_HT1_S039,6,51.8822062626433,1.98622393014629
ALL_049_F_ENG_ENG_HT1_S039,8,54.4843941840812,2.08584436444572
ALL_049_F_ENG_ENG_HT1_S039,n2,43.9669204098679,1.68320038301447
ALL_049_F_ENG_ENG_HT1_S039,n4,42.8397562431983,1.64004877859524
ALL_049_F_ENG_ENG_HT1_S040,0,44.5964200377118,1.67131072145386
ALL_049_F_ENG_ENG_HT1_S040,2,46.7959506694282,1.75374108523295
ALL_049_F_ENG_ENG_HT1_S040,4,49.2069891818449,1.84409799083732
ALL_049_F_ENG_ENG_HT1_S040,6,51.7394184668726,1.9390041786392
ALL_049_F_ENG_ENG_HT1_S040,8,54.3656726295327,2.03742657971096
ALL_049_F_ENG_ENG_HT1_S040,n2,42.6055804113861,1.59670133331554
ALL_049_F_ENG_ENG_HT1_S040,n4,40.9975582997325,1.53643854555659
ALL_049_F_ENG_ENG_HT1_S041,0,45.6066385825762,1.69566263028996
ALL_049_F_ENG_ENG_HT1_S041,2,48.6341169485476,1.80822479423664
ALL_049_F_ENG_ENG_HT1_S041,4,51.7480539994318,1.92400150688998
ALL_049_F_ENG_ENG_HT1_S041,6,54.9475818694969,2.04296050085349
ALL_049_F_ENG_ENG_HT1_S041,8,58.1854786064219,2.16334605585554
ALL_049_F_ENG_ENG_HT1_S041,n2,42.9689583286397,1.5975932268816
ALL_049_F_ENG_ENG_HT1_S041,n4,40.8390206941372,1.51840178098859
ALL_049_F_ENG_ENG_HT1_S042,0,42.7364077967189,1.58649015558213
ALL_049_F_ENG_ENG_HT1_S042,2,44.7785745183531,1.66230086516121
ALL_049_F_ENG_ENG_HT1_S042,4,47.2112478122639,1.7526082267648
ALL_049_F_ENG_ENG_HT1_S042,6,49.8582135323201,1.85087069835594
ALL_049_F_ENG_ENG_HT1_S042,8,52.4652365240857,1.94765038867259
ALL_049_F_ENG_ENG_HT1_S042,n2,40.9830852374833,1.52140211652609
ALL_049_F_ENG_ENG_HT1_S042,n4,39.6371080583972,1.47143583123568
ALL_049_F_ENG_ENG_HT1_S043,0,54.34302693083,2.17900833677702
ALL_049_F_ENG_ENG_HT1_S043,2,56.3180490501441,2.25820137968171
ALL_049_F_ENG_ENG_HT1_S043,4,58.6369884708266,2.35118457578854
ALL_049_F_ENG_ENG_HT1_S043,6,61.1612367709928,2.45240010243115
ALL_049_F_ENG_ENG_HT1_S043,8,63.8789490648262,2.56137301173858
ALL_049_F_ENG_ENG_HT1_S043,n2,52.4592867531332,2.10347545273749
ALL_049_F_ENG_ENG_HT1_S043,n4,51.0667863678833,2.0476399551623
ALL_049_F_ENG_ENG_HT1_S044,0,43.2574482684653,1.62351978991716
ALL_049_F_ENG_ENG_HT1_S044,2,45.0591270601829,1.69113961703396
ALL_049_F_ENG_ENG_HT1_S044,4,47.0954806262632,1.76756715601595
ALL_049_F_ENG_ENG_HT1_S044,6,49.3929579168412,1.85379507739008
ALL_049_F_ENG_ENG_HT1_S044,8,51.9150499234942,1.94845314088427
ALL_049_F_ENG_ENG_HT1_S044,n2,41.6288910093024,1.56239748508644
ALL_049_F_ENG_ENG_HT1_S044,n4,40.3487187537363,1.51435061513434
ALL_049_F_ENG_ENG_HT1_S045,0,48.05027761938,1.7999636336913
ALL_049_F_ENG_ENG_HT1_S045,2,50.5747032900846,1.89452863161324
ALL_049_F_ENG_ENG_HT1_S045,4,53.4180236926933,2.00103942774574
ALL_049_F_ENG_ENG_HT1_S045,6,56.2703095013407,2.10788606803214
ALL_049_F_ENG_ENG_HT1_S045,8,59.1081330121094,2.21419095056954
ALL_049_F_ENG_ENG_HT1_S045,n2,45.703061362702,1.71203690128205
ALL_049_F_ENG_ENG_HT1_S045,n4,43.6530227057896,1.63524244320767
ALL_049_F_ENG_ENG_HT1_S046,0,46.4444072942073,1.69285209685225
ALL_049_F_ENG_ENG_HT1_S046,2,48.9158721154407,1.7829345125545
ALL_049_F_ENG_ENG_HT1_S046,4,51.4412482284688,1.87498194080994
ALL_049_F_ENG_ENG_HT1_S046,6,54.1375126759157,1.9732580775817
ALL_049_F_ENG_ENG_HT1_S046,8,56.9546658534039,2.07594048740243
ALL_049_F_ENG_ENG_HT1_S046,n2,44.1593262587792,1.60956318333899
ALL_049_F_ENG_ENG_HT1_S046,n4,42.0254017601144,1.53178377409374
ALL_049_F_ENG_ENG_HT1_S047,0,48.9165837697916,1.88028663177804
ALL_049_F_ENG_ENG_HT1_S047,2,51.431362490884,1.97695128917527
ALL_049_F_ENG_ENG_HT1_S047,4,54.0453713275542,2.07743021660961
ALL_049_F_ENG_ENG_HT1_S047,6,56.6752802727475,2.17852032248684
ALL_049_F_ENG_ENG_HT1_S047,8,59.2487231489722,2.27743994983821
ALL_049_F_ENG_ENG_HT1_S047,n2,46.8454411804189,1.80067474102068
ALL_049_F_ENG_ENG_HT1_S047,n4,45.250217690767,1.73935653007598
ALL_049_F_ENG_ENG_HT1_S048,0,45.7571027921807,1.74206715234001
ALL_049_F_ENG_ENG_HT1_S048,2,47.9160460280823,1.82426256825418
ALL_049_F_ENG_ENG_HT1_S048,4,50.2904369258736,1.91466052042881
ALL_049_F_ENG_ENG_HT1_S048,6,52.8340153614269,2.01149979065321
ALL_049_F_ENG_ENG_HT1_S048,8,55.4710303971995,2.11189638470574
ALL_049_F_ENG_ENG_HT1_S048,n2,43.8023738097045,1.66764659368784
ALL_049_F_ENG_ENG_HT1_S048,n4,42.3204246486971,1.611225736656
